1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-3.70E-06
0	1	-1	0	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.23E-05
1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00
-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.30E-03
-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-4.09E-04
0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00
-1	0	0	1	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0.00E+00
0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-3.39E-05
0	0	-1	0	4	-4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00E+00
0	0	0	0	-3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00E+00
0	0	0	0	3	-3	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-2.49E-06
0	0	0	0	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-5.72E-06
0	0	0	0	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0.00E+00
0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-5.10E-04
0	0	0	0	-4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00E+00
0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0.00E+00
